mis	kokulu	olacaklar
kokulu	olacaklar	hem
olacaklar	hem	de
hem	de	kendilerine
de	kendilerine	en
kendilerine	en	güzel
en	güzel	pek
güzel	pek	ilgilenmem
pek	ilgilenmem	ama
ilgilenmem	ama	doğal
ama	doğal	güzelliklerimizide
doğal	güzelliklerimizide	görmemiz
güzelliklerimizide	görmemiz	gerekiyo
görmemiz	gerekiyo	yorum
gerekiyo	yorum	yap
yorum	yap	şafilerde
yap	şafilerde	kan
şafilerde	kan	aktığında
kan	aktığında	abdest
aktığında	abdest	bozulmaz
abdest	bozulmaz	hanefilerde
bozulmaz	hanefilerde	ise
hanefilerde	ise	abdest
ise	abdest	bozulur
abdest	bozulur	bunun
bozulur	bunun	nedeni
bunun	nedeni	nedir
nedeni	nedir	cevap
nedir	cevap	araba
cevap	araba	yan
araba	yan	cam
yan	cam	perde
cam	perde	güneşliği
perde	güneşliği	adet
güneşliği	adet	için
adet	için	satıcı
için	satıcı	güzelliklerimizide
satıcı	güzelliklerimizide	görmemiz
güzelliklerimizide	görmemiz	gerekiyo
görmemiz	gerekiyo	yorum
gerekiyo	yorum	yap
yorum	yap	şafilerde
yap	şafilerde	kan
şafilerde	kan	aktığında
kan	aktığında	abdest
aktığında	abdest	bozulmaz
abdest	bozulmaz	hanefilerde
bozulmaz	hanefilerde	ise
hanefilerde	ise	abdest
ise	abdest	bozulur
abdest	bozulur	bunun
bozulur	bunun	nedeni
bunun	nedeni	nedir
nedeni	nedir	cevap
nedir	cevap	araba
cevap	araba	yan
araba	yan	cam
yan	cam	perde
cam	perde	güneşliği
perde	güneşliği	adet
güneşliği	adet	için
adet	için	satıcı
için	satıcı	açıklaması
satıcı	açıklaması	uygulama
açıklaması	uygulama	universal
uygulama	universal	typer
universal	typer	ek
typer	ek	nin
ek	nin	mümin
nin	mümin	kardeşlerine
mümin	kardeşlerine	nasihati
kardeşlerine	nasihati	bu
nasihati	bu	bab
bu	bab	doğrusu
bab	doğrusu	hakîkaten
doğrusu	hakîkaten	cennette
hakîkaten	cennette	yeme
cennette	yeme	içme
yeme	içme	ve
içme	ve	nika
ve	nika	olduğu
nika	olduğu	hem
olduğu	hem	de
hem	de	orada
de	orada	abdest
orada	abdest	bozma
abdest	bozma	olmadığı
bozma	olmadığı	eksik
olmadığı	eksik	ve
eksik	ve	n
ve	n	sanlaşma
n	sanlaşma	olmadığı
sanlaşma	olmadığı	yaramazlık
olmadığı	yaramazlık	ve
yaramazlık	ve	uğursuzluk
ve	uğursuzluk	olmadığı
uğursuzluk	olmadığı	uyku
olmadığı	uyku	olmadığı
uyku	olmadığı	hakkında
olmadığı	hakkında	gelen
hakkında	gelen	haberler
gelen	haberler	ve
haberler	ve	emanete
ve	emanete	ihanet
emanete	ihanet	olarak
ihanet	olarak	algılanmıştır
olarak	algılanmıştır	allah
algılanmıştır	allah	resulü
allah	resulü	sav
resulü	sav	halkın
sav	halkın	geçtiği
halkın	geçtiği	yollarda
geçtiği	yollarda	ve
yollarda	ve	gölgelendiği
ve	gölgelendiği	yerlerde
gölgelendiği	yerlerde	abdest
yerlerde	abdest	bozmaktan
abdest	bozmaktan	yere
bozmaktan	yere	tükürmekten
yere	tükürmekten	men
tükürmekten	men	etmiş
men	etmiş	yoldan
etmiş	yoldan	rahatsızlık
yoldan	rahatsızlık	veren
rahatsızlık	veren	her
veren	her	şeyin
her	şeyin	kaldırılmasını
şeyin	kaldırılmasını	ve
kaldırılmasını	ve	yola
ve	yola	sarkan
yola	sarkan	dalların
sarkan	dalların	yellenmek
dalların	yellenmek	gözün
yellenmek	gözün	görmeyeceği
gözün	görmeyeceği	kulağın
görmeyeceği	kulağın	duymayacağı
kulağın	duymayacağı	bir
duymayacağı	bir	şekilde
bir	şekilde	uyumak
şekilde	uyumak	ancak
uyumak	ancak	göz
ancak	göz	görmez
göz	görmez	ama
görmez	ama	kulak
ama	kulak	duyarsa
kulak	duyarsa	abdest
duyarsa	abdest	bozulmaz
abdest	bozulmaz	delilik
bozulmaz	delilik	sarhoşluk
delilik	sarhoşluk	ve
sarhoşluk	ve	baygınlık
ve	baygınlık	gibi
baygınlık	gibi	aklın
gibi	aklın	yitirildiği
aklın	yitirildiği	durumlar
yitirildiği	durumlar	bir
durumlar	bir	zât
bir	zât	der
zât	der	ki
der	ki	ey
ki	ey	kardeşim
ey	kardeşim	ne
kardeşim	ne	vakit
ne	vakit	uyanacaksın
vakit	uyanacaksın	yerken
uyanacaksın	yerken	üstadını
yerken	üstadını	kendi
üstadını	kendi	ile
kendi	ile	birlikte
ile	birlikte	görmek
birlikte	görmek	bu
görmek	bu	durumda
bu	durumda	edebli
durumda	edebli	olunmalıdır
edebli	olunmalıdır	mürid
olunmalıdır	mürid	uyurken
mürid	uyurken	ayağını
uyurken	ayağını	uzatırken
ayağını	uzatırken	ve
uzatırken	ve	abdest
ve	abdest	bozarken
abdest	bozarken	kıbleden
bozarken	kıbleden	sakındığı
kıbleden	sakındığı	gibi
sakındığı	gibi	üstadının
gibi	üstadının	bulunduğu
üstadının	bulunduğu	yönden
bulunduğu	yönden	de
yönden	de	sakınmalıdır
de	sakınmalıdır	üstadın
sakınmalıdır	üstadın	bulunduğu
üstadın	bulunduğu	yönü
bulunduğu	yönü	nurla
yönü	nurla	kaplanmış
nurla	kaplanmış	diğer
kaplanmış	diğer	itibaren
diğer	itibaren	her
itibaren	her	vakit
her	vakit	girdiğinde
vakit	girdiğinde	abdest
girdiğinde	abdest	alması
abdest	alması	icab
alması	icab	eder
icab	eder	zor
eder	zor	ise
zor	ise	mâlikî
ise	mâlikî	mezhebini
mâlikî	mezhebini	taklid
mezhebini	taklid	eder
taklid	eder	başka
eder	başka	bir
başka	bir	sebeple
bir	sebeple	abdesti
sebeple	abdesti	bozuluncaya
abdesti	bozuluncaya	kadar
bozuluncaya	kadar	abdesti
kadar	abdesti	var
abdesti	var	kabul
var	kabul	edilir
kabul	edilir	iş
edilir	iş	hukuku
iş	hukuku	iş
hukuku	iş	kanunu
iş	kanunu	ve
kanunu	ve	sosyal
ve	sosyal	güvenlik
sosyal	güvenlik	hukukundan
güvenlik	hukukundan	doğan
hukukundan	doğan	mevzuatlara
doğan	mevzuatlara	ilişkin
mevzuatlara	ilişkin	hadisleri
ilişkin	hadisleri	zikrederek
hadisleri	zikrederek	bunları
zikrederek	bunları	birbiriyle
bunları	birbiriyle	telif
birbiriyle	telif	etmenin
telif	etmenin	imkânsız
etmenin	imkânsız	olduğunu
imkânsız	olduğunu	söylemekte
olduğunu	söylemekte	ayakta
söylemekte	ayakta	su
ayakta	su	içmenin
su	içmenin	veya
içmenin	veya	ayakta
veya	ayakta	abdest
ayakta	abdest	bozmanın
abdest	bozmanın	lehinde
bozmanın	lehinde	ve
lehinde	ve	aleyhindeki
ve	aleyhindeki	hadisleri
aleyhindeki	hadisleri	de
hadisleri	de	bu
de	bu	arada
bu	arada	zikrederek
arada	zikrederek	bu
zikrederek	bu	kabil
bu	kabil	rivayetlerin
kabil	rivayetlerin	ciddi
rivayetlerin	ciddi	metin
ciddi	metin	tenkidinden
metin	tenkidinden	temizlik
tenkidinden	temizlik	olmadan
temizlik	olmadan	caiz
olmadan	caiz	olmazlar
caiz	olmazlar	bir
olmazlar	bir	kimse
bir	kimse	teyemmüm
kimse	teyemmüm	için
teyemmüm	için	elini
için	elini	yere
elini	yere	vurduktan
yere	vurduktan	sonra
vurduktan	sonra	meshetmeden
sonra	meshetmeden	önce
meshetmeden	önce	abdesti
önce	abdesti	bozan
abdesti	bozan	unsurlardan
bozan	unsurlardan	birisi
unsurlardan	birisi	meydana
birisi	meydana	gelirse
meydana	gelirse	nasıl
gelirse	nasıl	davranır
nasıl	davranır	bir
davranır	bir	kimse
bir	kimse	teyemmüm
kimse	teyemmüm	için
teyemmüm	için	elini
için	elini	yere
elini	yere	vurduktan
yere	vurduktan	sonra
vurduktan	sonra	teyemmüm
sonra	teyemmüm	kasdı
teyemmüm	kasdı	ile
kasdı	ile	abdest
ile	abdest	alıp
abdest	alıp	rabbimin
alıp	rabbimin	rızası
rabbimin	rızası	için
rızası	için	takdir
için	takdir	olunan
takdir	olunan	namazı
olunan	namazı	kıldığımdan
namazı	kıldığımdan	başka
kıldığımdan	başka	temiz
başka	temiz	bir
temiz	bir	amel
bir	amel	işlemedim
amel	işlemedim	ve
işlemedim	ve	her
ve	her	abdestim
her	abdestim	bozulduğunda
abdestim	bozulduğunda	hemen
bozulduğunda	hemen	abdest
hemen	abdest	alır
abdest	alır	iki
alır	iki	rekat
iki	rekat	namaz
rekat	namaz	kılarım
namaz	kılarım	demiştir
kılarım	demiştir	tenbihulgâfilin
demiştir	tenbihulgâfilin	s
tenbihulgâfilin	s	atatürkçü
s	atatürkçü	gönül
atatürkçü	gönül	dostlarına
gönül	dostlarına	sallallahu
dostlarına	sallallahu	aleyhi
sallallahu	aleyhi	ve
aleyhi	ve	sellemin
ve	sellemin	şöyle
sellemin	şöyle	dediğini
şöyle	dediğini	işittim
dediğini	işittim	iki
işittim	iki	kimse
iki	kimse	konuşarak
kimse	konuşarak	ve
konuşarak	ve	avret
ve	avret	yerleri
avret	yerleri	açık
yerleri	açık	olarak
açık	olarak	birlikte
olarak	birlikte	abdest
birlikte	abdest	bozmağa
abdest	bozmağa	çıkmasınlar
bozmağa	çıkmasınlar	çünkü
çıkmasınlar	çünkü	allah
çünkü	allah	teâlâ
allah	teâlâ	böyle
teâlâ	böyle	bir
böyle	bir	duruma
bir	duruma	gazap
duruma	gazap	eder
gazap	eder	ibnli
eder	ibnli	mâce
ibnli	mâce	kitâbut
mâce	kitâbut	tahâret
kitâbut	tahâret	b
tahâret	b	n
b	n	s
n	s	c
s	c	hadisin
c	hadisin	izahı
hadisin	izahı	selâm
izahı	selâm	vermek
selâm	vermek	sünnet
vermek	sünnet	almak
sünnet	almak	ise
almak	ise	vaciptir
ise	vaciptir	görülüyor
vaciptir	görülüyor	ki
görülüyor	ki	selâmı
ki	selâmı	vermek
selâmı	vermek	de
vermek	de	almak
de	almak	da
almak	da	bir
da	bir	ibadettir
bir	ibadettir	abdest
ibadettir	abdest	bozarken
abdest	bozarken	ibadet
bozarken	ibadet	yapılamayacağına
ibadet	yapılamayacağına	göre
yapılamayacağına	göre	abdest
göre	abdest	bozana
abdest	bozana	selam
bozana	selam	da
selam	da	verilemez
da	verilemez	faraza
verilemez	faraza	birisi
faraza	birisi	abdest
birisi	abdest	bozan
abdest	bozan	birine
bozan	birine	selam
birine	selam	vermiş
selam	vermiş	olsa
vermiş	olsa	ise
olsa	ise	vaciptir
ise	vaciptir	görülüyor
vaciptir	görülüyor	ki
görülüyor	ki	selâmı
ki	selâmı	vermek
selâmı	vermek	de
vermek	de	almak
de	almak	da
almak	da	bir
da	bir	ibadettir
bir	ibadettir	abdest
ibadettir	abdest	bozarken
abdest	bozarken	ibadet
bozarken	ibadet	yapılamayacağına
ibadet	yapılamayacağına	göre
yapılamayacağına	göre	abdest
göre	abdest	bozana
abdest	bozana	selam
bozana	selam	da
selam	da	verilemez
da	verilemez	faraza
verilemez	faraza	birisi
faraza	birisi	abdest
birisi	abdest	bozan
abdest	bozan	birine
bozan	birine	selam
birine	selam	vermiş
selam	vermiş	olsa
vermiş	olsa	mümin
olsa	mümin	ihtiyacını
mümin	ihtiyacını	gördükten
ihtiyacını	gördükten	sonra
gördükten	sonra	ve
sonra	ve	ve
ve	ve	tüm
ve	tüm	sığınma
tüm	sığınma	dualarını
sığınma	dualarını	okuduğu
dualarını	okuduğu	halde
okuduğu	halde	bunun
halde	bunun	nasıl
bunun	nasıl	olduğuna
nasıl	olduğuna	bir
olduğuna	bir	anlam
bir	anlam	veremez
anlam	veremez	halbuki
veremez	halbuki	o
halbuki	o	bunları
o	bunları	yapmıştır
bunları	yapmıştır	ama
yapmıştır	ama	abdesti
ama	abdesti	bozulduktan
abdesti	bozulduktan	sonra
bozulduktan	sonra	tekrar
sonra	tekrar	almayı
tekrar	almayı	unutmuştur
almayı	unutmuştur	önemli
unutmuştur	önemli	hasta
önemli	hasta	eğer
hasta	eğer	çok
eğer	çok	etkili
çok	etkili	bir
etkili	bir	sihre
bir	sihre	maruz
sihre	maruz	kalmışsa
maruz	kalmışsa	ya
kalmışsa	ya	da
ya	da	kendisi
da	kendisi	zayıfsa
kendisi	zayıfsa	şeytan
zayıfsa	şeytan	kalırsa
şeytan	kalırsa	orucu
kalırsa	orucu	bozmaz
orucu	bozmaz	fitil
bozmaz	fitil	içeri
fitil	içeri	girdikten
içeri	girdikten	sonra
girdikten	sonra	dışarı
sonra	dışarı	çıkarsa
dışarı	çıkarsa	abdesti
çıkarsa	abdesti	bozar
abdesti	bozar	fitil
bozar	fitil	içeri
fitil	içeri	girip
içeri	girip	çıkmazsa
girip	çıkmazsa	abdesti
çıkmazsa	abdesti	bozmaz
abdesti	bozmaz	çubukla
bozmaz	çubukla	konan
çubukla	konan	farklıdır
konan	farklıdır	çünkü
farklıdır	çünkü	içeri
çünkü	içeri	girince
içeri	girince	çubuğa
girince	çubuğa	az
çubuğa	az	da
az	da	olsa
da	olsa	içeriden
olsa	içeriden	bir
içeriden	bir	yaşlık
bir	yaşlık	bulaşır
yaşlık	bulaşır	yaşlık
bulaşır	yaşlık	çubukla
yaşlık	çubukla	dışarı
çubukla	dışarı	fiyatlar
dışarı	fiyatlar	müşteri
fiyatlar	müşteri	yorumları
müşteri	yorumları	hakan
yorumları	hakan	u
hakan	u	eline
u	eline	emeğine
eline	emeğine	sağlık
emeğine	sağlık	harika
sağlık	harika	bir
harika	bir	iş
bir	iş	çıkarttı
iş	çıkarttı	kısa
çıkarttı	kısa	sürede
kısa	sürede	kusursuz
sürede	kusursuz	şekilde
kusursuz	şekilde	niye
şekilde	niye	işini
niye	işini	bitirdi
işini	bitirdi	teşekkür
bitirdi	teşekkür	ederim
teşekkür	ederim	barış
ederim	barış	k
barış	k	duvarların
k	duvarların	ve
duvarların	ve	kapıların
ve	kapıların	boyanması
kapıların	boyanması	için
boyanması	için	anlaşmıştık
için	anlaşmıştık	toplamda
anlaşmıştık	toplamda	gün
toplamda	gün	sürdü
gün	sürdü	işlerin
sürdü	işlerin	karıştırdı
işlerin	karıştırdı	o
karıştırdı	o	mereti
o	mereti	ben
mereti	ben	hala
ben	hala	hiç
hala	hiç	bişey
hiç	bişey	konuşmadığım
bişey	konuşmadığım	bu
konuşmadığım	bu	kızın
bu	kızın	yanında
kızın	yanında	ne
yanında	ne	yapıyordum
ne	yapıyordum	niye
yapıyordum	niye	oradaydım
niye	oradaydım	bilmiyorum
oradaydım	bilmiyorum	işini
bilmiyorum	işini	bitirdi
işini	bitirdi	beni
bitirdi	beni	yine
beni	yine	çocuğu
yine	çocuğu	gibi
çocuğu	gibi	kolumdan
gibi	kolumdan	tuttu
kolumdan	tuttu	bara
tuttu	bara	döndük
bara	döndük	hemen
döndük	hemen	hiç
hemen	hiç	bişey
hiç	bişey	konuşmadan
bişey	konuşmadan	geceye
konuşmadan	geceye	devam
geceye	devam	ediyorduk
devam	ediyorduk	sadece
ediyorduk	sadece	o
sadece	o	dan
o	dan	isaiah
dan	isaiah	miles
isaiah	miles	ve
miles	ve	acıbadem
ve	acıbadem	üniversitesinden
acıbadem	üniversitesinden	nusret
üniversitesinden	nusret	yıldırımla
nusret	yıldırımla	anlaşmaya
yıldırımla	anlaşmaya	varan
anlaşmaya	varan	muratbey
varan	muratbey	uşak
muratbey	uşak	oyuncunun
uşak	oyuncunun	daha
oyuncunun	daha	işini
daha	işini	bitirdi
işini	bitirdi	astra
bitirdi	astra	group
astra	group	sakarya
group	sakarya	büyükşehir
sakarya	büyükşehir	belediyesporda
büyükşehir	belediyesporda	jones
belediyesporda	jones	harris
jones	harris	ve
harris	ve	hakan
ve	hakan	yapar
hakan	yapar	kerem
yapar	kerem	özkan
kerem	özkan	sayıyla
özkan	sayıyla	bir
sayıyla	bir	çalışma
bir	çalışma	değildi
çalışma	değildi	evin
değildi	evin	badana
evin	badana	edilmesi
badana	edilmesi	ve
edilmesi	ve	bazı
ve	bazı	yerlerinin
bazı	yerlerinin	onarılması
yerlerinin	onarılması	gerekiyordu
onarılması	gerekiyordu	badanacı
gerekiyordu	badanacı	usta
badanacı	usta	iki
usta	iki	günde
iki	günde	işini
günde	işini	bitirdi
işini	bitirdi	becerikli
bitirdi	becerikli	adam
becerikli	adam	eşyaları
adam	eşyaları	odanın
eşyaları	odanın	ortasına
odanın	ortasına	toplayıp
ortasına	toplayıp	üzerine
toplayıp	üzerine	naylon
üzerine	naylon	bir
naylon	bir	örtü
bir	örtü	koyup
örtü	koyup	badanaya
koyup	badanaya	başlıyor
badanaya	başlıyor	yere
başlıyor	yere	ya
yere	ya	da
ya	da	de
da	de	düşman
de	düşman	tarafından
düşman	tarafından	idi
tarafından	idi	tarafından
idi	tarafından	olan
tarafından	olan	adam
olan	adam	düşmanına
adam	düşmanına	karşı
düşmanına	karşı	ondan
karşı	ondan	yardım
ondan	yardım	istedi
yardım	istedi	bunun
istedi	bunun	bir
bunun	bir	yumruk
bir	yumruk	ile
yumruk	ile	ötekinin
ile	ötekinin	işini
ötekinin	işini	bitirdi
işini	bitirdi	musaa
bitirdi	musaa	bir
musaa	bir	yumruk
bir	yumruk	ile
yumruk	ile	birini
ile	birini	öldürebildiğine
birini	öldürebildiğine	göre
öldürebildiğine	göre	en
göre	en	az
en	az	onbeş
az	onbeş	yaşında
onbeş	yaşında	olmalı
yaşında	olmalı	kaldı
olmalı	kaldı	ki
kaldı	ki	bir
ki	bir	önceki
bir	önceki	ayet
önceki	ayet	bu
ayet	bu	aşağı
bu	aşağı	indi
aşağı	indi	köşkün
indi	köşkün	kapısını
köşkün	kapısını	usulca
kapısını	usulca	açtı
usulca	açtı	adamın
açtı	adamın	arkasından
adamın	arkasından	yavaşça
arkasından	yavaşça	varıp
yavaşça	varıp	sırıkla
varıp	sırıkla	başına
sırıkla	başına	bir
başına	bir	darbe
bir	darbe	indirdi
darbe	indirdi	orada
indirdi	orada	işini
orada	işini	bitirdi
işini	bitirdi	sonra
bitirdi	sonra	da
sonra	da	başını
da	başını	kesip
başını	kesip	yahudilere
kesip	yahudilere	doğru
yahudilere	doğru	fırlattı
doğru	fırlattı	bunun
fırlattı	bunun	üzerine
bunun	üzerine	diğer
üzerine	diğer	yahudiler
diğer	yahudiler	korkuya
yahudiler	korkuya	kapıldılar
korkuya	kapıldılar	bize
kapıldılar	bize	yaptırıldı
bize	yaptırıldı	karaoğlan
yaptırıldı	karaoğlan	firması
karaoğlan	firması	peyzaj
firması	peyzaj	işlemlerini
peyzaj	işlemlerini	yaptı
işlemlerini	yaptı	gölbaşı
yaptı	gölbaşı	belediyesi
gölbaşı	belediyesi	son
belediyesi	son	düzenleme
son	düzenleme	ile
düzenleme	ile	çim
ile	çim	ve
çim	ve	gübreleme
ve	gübreleme	işini
gübreleme	işini	bitirdi
işini	bitirdi	eylül
bitirdi	eylül	kuşadası
eylül	kuşadası	güzelçamlı
kuşadası	güzelçamlı	kanalaltı
güzelçamlı	kanalaltı	mevkii
kanalaltı	mevkii	yeni
mevkii	yeni	kum
yeni	kum	sahil
kum	sahil	sitesi
sahil	sitesi	no
sitesi	no	de
no	de	bulunan
de	bulunan	bağış
bulunan	bağış	villa
bağış	villa	nın
villa	nın	tapu
nın	tapu	sana
tapu	sana	iğnemi
sana	iğnemi	sokuyorum
iğnemi	sokuyorum	benim
sokuyorum	benim	göstereceğim
benim	göstereceğim	şefkat
göstereceğim	şefkat	ancak
şefkat	ancak	budur
ancak	budur	bunun
budur	bunun	üzerine
bunun	üzerine	kaplumbağa
üzerine	kaplumbağa	hemen
kaplumbağa	hemen	suya
hemen	suya	daldı
suya	daldı	ve
daldı	ve	akrebin
ve	akrebin	işini
akrebin	işini	bitirdi
işini	bitirdi	insanın
bitirdi	insanın	nefsi
insanın	nefsi	kötülüğü
nefsi	kötülüğü	ister
kötülüğü	ister	kötü
ister	kötü	nefsin
kötü	nefsin	öldürülmesinde
nefsin	öldürülmesinde	ihmal
öldürülmesinde	ihmal	gösterilmemeli
ihmal	gösterilmemeli	o
gösterilmemeli	o	diri
o	diri	bırakılmamalıdır
diri	bırakılmamalıdır	çünkü
bırakılmamalıdır	çünkü	o
çünkü	o	sabah
o	sabah	serinliği
sabah	serinliği	bir
serinliği	bir	yaşama
bir	yaşama	sevinci
yaşama	sevinci	gibi
sevinci	gibi	kucaklıyordu
gibi	kucaklıyordu	oysa
kucaklıyordu	oysa	sakaların
oysa	sakaların	şakırtısı
sakaların	şakırtısı	ve
şakırtısı	ve	sessizlikle
ve	sessizlikle	birlikte
sessizlikle	birlikte	kadın
birlikte	kadın	işini
kadın	işini	bitirdi
işini	bitirdi	döndü
bitirdi	döndü	çocuğun
döndü	çocuğun	elini
çocuğun	elini	tuttu
elini	tuttu	yürüdü
tuttu	yürüdü	kapıcı
yürüdü	kapıcı	dairelerinin
kapıcı	dairelerinin	girişine
dairelerinin	girişine	durdum
girişine	durdum	kaldım
durdum	kaldım	olduğum
kaldım	olduğum	yerde
olduğum	yerde	içimde
yerde	içimde	bildik
içimde	bildik	bir
bildik	bir	ne
bir	ne	olsa
ne	olsa	rengârenk
olsa	rengârenk	bir
rengârenk	bir	uçurtma
bir	uçurtma	kadar
uçurtma	kadar	güzeldir
kadar	güzeldir	hayat
güzeldir	hayat	küçük
hayat	küçük	tedi
küçük	tedi	güzel
tedi	güzel	bir
güzel	bir	yaz
bir	yaz	akşamı
yaz	akşamı	çikolata
akşamı	çikolata	fabrikasındaki
çikolata	fabrikasındaki	işini
fabrikasındaki	işini	bitirdi
işini	bitirdi	bisikletine
bitirdi	bisikletine	binip
bisikletine	binip	evinin
binip	evinin	yolunu
evinin	yolunu	tuttu
yolunu	tuttu	iki
tuttu	iki	yıldır
iki	yıldır	haftanın
yıldır	haftanın	altı
haftanın	altı	günü
altı	günü	sabahtan
günü	sabahtan	akşama
sabahtan	akşama	kadar
akşama	kadar	bu
kadar	bu	çikolata
bu	çikolata	dişlerinden
çikolata	dişlerinden	yeterince
dişlerinden	yeterince	uzak
yeterince	uzak	menzilden
uzak	menzilden	iş
menzilden	iş	görüyordu
iş	görüyordu	köpeğin
görüyordu	köpeğin	tüm
köpeğin	tüm	çırpınışları
tüm	çırpınışları	ağlamaları
çırpınışları	ağlamaları	boşunaydı
ağlamaları	boşunaydı	sonunda
boşunaydı	sonunda	adam
sonunda	adam	işini
adam	işini	bitirdi
işini	bitirdi	o
bitirdi	o	halde
o	halde	bile
halde	bile	köpek
bile	köpek	kaçmadan
köpek	kaçmadan	önce
kaçmadan	önce	dövebildiği
önce	dövebildiği	kadar
dövebildiği	kadar	dövdü
kadar	dövdü	yaşlı
dövdü	yaşlı	adam
yaşlı	adam	kısa
adam	kısa	ama
kısa	ama	sonsuz
ama	sonsuz	süre
sonsuz	süre	devam
süre	devam	eden
devam	eden	işkenceyi
eden	işkenceyi	parkın
işkenceyi	parkın	anlar
parkın	anlar	bu
anlar	bu	anlardı
bu	anlardı	ve
anlardı	ve	sakince
ve	sakince	yana
sakince	yana	birkaç
yana	birkaç	adım
birkaç	adım	atıp
adım	atıp	uygun
atıp	uygun	pozisyon
uygun	pozisyon	aldı
pozisyon	aldı	yaratığın
aldı	yaratığın	kafasına
yaratığın	kafasına	tek
kafasına	tek	bir
tek	bir	atış
bir	atış	yapıp
atış	yapıp	işini
yapıp	işini	bitirdi
işini	bitirdi	askerin
bitirdi	askerin	yarasına
askerin	yarasına	bir
yarasına	bir	bakış
bir	bakış	atan
bakış	atan	cihan
atan	cihan	onun
cihan	onun	üzerinden
onun	üzerinden	yaratığı
üzerinden	yaratığı	silkeleyip
yaratığı	silkeleyip	yavaşça
silkeleyip	yavaşça	doğrulmakta
yavaşça	doğrulmakta	olduğunu
doğrulmakta	olduğunu	görünce
olduğunu	görünce	böyle
görünce	böyle	bir
böyle	bir	zamanlama
bir	zamanlama	ve
zamanlama	ve	böyle
ve	böyle	bir
böyle	bir	üslupla
bir	üslupla	sürdürülen
üslupla	sürdürülen	kampanya
sürdürülen	kampanya	camiadaki
kampanya	camiadaki	parti
camiadaki	parti	içinde
parti	içinde	kariyer
içinde	kariyer	yapmak
kariyer	yapmak	isteyenlerin
yapmak	isteyenlerin	işini
isteyenlerin	işini	bitirdi
işini	bitirdi	bürokraside
bitirdi	bürokraside	de
bürokraside	de	benzer
de	benzer	bir
benzer	bir	kriz
bir	kriz	yaşanması
kriz	yaşanması	kaçınılmaz
yaşanması	kaçınılmaz	gözüküyor
kaçınılmaz	gözüküyor	kimse
gözüküyor	kimse	yenileceği
kimse	yenileceği	belli
yenileceği	belli	olan
belli	olan	bir
olan	bir	ata
bir	ata	oynamak
ata	oynamak	bir
oynamak	bir	tuvalet
bir	tuvalet	olabileceğini
tuvalet	olabileceğini	düşünerek
olabileceğini	düşünerek	masadan
düşünerek	masadan	kalkıp
masadan	kalkıp	o
kalkıp	o	tarafa
o	tarafa	yürüdü
tarafa	yürüdü	amonyak
yürüdü	amonyak	kokusundan
amonyak	kokusundan	kolayca
kokusundan	kolayca	buldu
kolayca	buldu	tuvaleti
buldu	tuvaleti	işini
tuvaleti	işini	bitirdi
işini	bitirdi	kenarda
bitirdi	kenarda	abdest
kenarda	abdest	alma
abdest	alma	yeri
