asıl	nedeniyse	kalın	bağırsakta
nedeniyse	kalın	bağırsakta	faaliyet
kalın	bağırsakta	faaliyet	gösteren
bağırsakta	faaliyet	gösteren	mikroorganizmalardır
faaliyet	gösteren	mikroorganizmalardır	gaz
gösteren	mikroorganizmalardır	gaz	çıkarmak
mikroorganizmalardır	gaz	çıkarmak	normal
gaz	çıkarmak	normal	bir
çıkarmak	normal	bir	süreçtir
normal	bir	süreçtir	fakat
bir	süreçtir	fakat	fazla
süreçtir	fakat	fazla	gaz
fakat	fazla	gaz	ise
fazla	gaz	ise	sindirim
gaz	ise	sindirim	sitemindeki
ise	sindirim	sitemindeki	olağan
sindirim	sitemindeki	olağan	bir
sitemindeki	olağan	bir	probleme
olağan	bir	probleme	işaret
bir	probleme	işaret	eder
probleme	işaret	eder	mayo
işaret	eder	mayo	klinik
eder	mayo	klinik	doktorları
mayo	klinik	doktorları	aceleyle
klinik	doktorları	aceleyle	yenen
doktorları	aceleyle	yenen	yemekler
aceleyle	yenen	yemekler	sakız
yenen	yemekler	sakız	çiğnemek
yemekler	sakız	çiğnemek	ve
sakız	çiğnemek	ve	bazı
çiğnemek	ve	bazı	ilaçlar
ve	bazı	ilaçlar	da
bazı	ilaçlar	da	gaz
ilaçlar	da	gaz	sorununu
da	gaz	sorununu	arttırıyor
gaz	sorununu	arttırıyor	uzmanlar
sorununu	arttırıyor	uzmanlar	günde
arttırıyor	uzmanlar	günde	kere
uzmanlar	günde	kere	arası
günde	kere	arası	gaz
kere	arası	gaz	çıkarmanın
arası	gaz	çıkarmanın	sağlıklı
gaz	çıkarmanın	sağlıklı	olduğunu
çıkarmanın	sağlıklı	olduğunu	belirtiyor
sağlıklı	olduğunu	belirtiyor	sağlıklı
olduğunu	belirtiyor	sağlıklı	bir
belirtiyor	sağlıklı	bir	şekilde
sağlıklı	bir	şekilde	gaz
bir	şekilde	gaz	çıkaramayan
şekilde	gaz	çıkaramayan	kişilerde
gaz	çıkaramayan	kişilerde	ise
çıkaramayan	kişilerde	ise	keskin
kişilerde	ise	keskin	kramp
ise	keskin	kramp	şeklinde
keskin	kramp	şeklinde	karın
kramp	şeklinde	karın	yakasında
şeklinde	karın	yakasında	ikamet
karın	yakasında	ikamet	ettiğim
yakasında	ikamet	ettiğim	güzelyalıda
ikamet	ettiğim	güzelyalıda	dünya
ettiğim	güzelyalıda	dünya	evine
güzelyalıda	dünya	evine	girdiğimde
dünya	evine	girdiğimde	bir
evine	girdiğimde	bir	gün
girdiğimde	bir	gün	senin
bir	gün	senin	de
gün	senin	de	ilerisinde
senin	de	ilerisinde	beyaz
de	ilerisinde	beyaz	gelinliğinle
ilerisinde	beyaz	gelinliğinle	aramızdan
beyaz	gelinliğinle	aramızdan	ayrıldığında
gelinliğinle	aramızdan	ayrıldığında	bu
aramızdan	ayrıldığında	bu	hüznü
ayrıldığında	bu	hüznü	daha
bu	hüznü	daha	da
hüznü	daha	da	iyi
daha	da	iyi	anlamış
da	iyi	anlamış	oldum
iyi	anlamış	oldum	düşünsene
anlamış	oldum	düşünsene	daha
oldum	düşünsene	daha	sen
düşünsene	daha	sen	dünyaya
daha	sen	dünyaya	gelmeden
sen	dünyaya	gelmeden	önce
dünyaya	gelmeden	önce	güzelyalıdan
gelmeden	önce	güzelyalıdan	sultanahmete
önce	güzelyalıdan	sultanahmete	tren
güzelyalıdan	sultanahmete	tren	arkasından
sultanahmete	tren	arkasından	konuşuruz
tren	arkasından	konuşuruz	ki
arkasından	konuşuruz	ki	allahın
konuşuruz	ki	allahın	bize
ki	allahın	bize	şaşmaz
allahın	bize	şaşmaz	bir
bize	şaşmaz	bir	emri
şaşmaz	bir	emri	midir
bir	emri	midir	bu
emri	midir	bu	üç
midir	bu	üç	kişi
bu	üç	kişi	kendi
üç	kişi	kendi	aramızda
kişi	kendi	aramızda	sohbet
kendi	aramızda	sohbet	ederken
aramızda	sohbet	ederken	birimiz
sohbet	ederken	birimiz	aramızdan
ederken	birimiz	aramızdan	ayrıldığında
birimiz	aramızdan	ayrıldığında	geri
aramızdan	ayrıldığında	geri	de
ayrıldığında	geri	de	kalan
geri	de	kalan	iki
de	kalan	iki	kişi
kalan	iki	kişi	neden
iki	kişi	neden	hemen
kişi	neden	hemen	gideni
neden	hemen	gideni	atıp
hemen	gideni	atıp	tutmaya
gideni	atıp	tutmaya	çekiştirmeye
atıp	tutmaya	çekiştirmeye	başlar
tutmaya	çekiştirmeye	başlar	ki
çekiştirmeye	başlar	ki	evden
başlar	ki	evden	ayrılan
ki	evden	ayrılan	aile
evden	ayrılan	aile	bireyi
ayrılan	aile	bireyi	yıllarca
aile	bireyi	yıllarca	düşünüyorum
bireyi	yıllarca	düşünüyorum	yolculuk
yıllarca	düşünüyorum	yolculuk	için
düşünüyorum	yolculuk	için	teşekkürlerin
yolculuk	için	teşekkürlerin	italyanca
için	teşekkürlerin	italyanca	ingilizce
teşekkürlerin	italyanca	ingilizce	ve
italyanca	ingilizce	ve	fransızcasını
ingilizce	ve	fransızcasını	yazmanın
ve	fransızcasını	yazmanın	da
fransızcasını	yazmanın	da	üstesinden
yazmanın	da	üstesinden	geldi
da	üstesinden	geldi	aramızdan
üstesinden	geldi	aramızdan	ayrıldığında
geldi	aramızdan	ayrıldığında	almanca
aramızdan	ayrıldığında	almanca	metni
ayrıldığında	almanca	metni	yazmaya
almanca	metni	yazmaya	başlamıştı
metni	yazmaya	başlamıştı	türkçesi
yazmaya	başlamıştı	türkçesi	bir
başlamıştı	türkçesi	bir	türkçe
türkçesi	bir	türkçe	metni
bir	türkçe	metni	tamamlamasına
türkçe	metni	tamamlamasına	elvermeyecek
metni	tamamlamasına	elvermeyecek	kadar
tamamlamasına	elvermeyecek	kadar	paslanmış
elvermeyecek	kadar	paslanmış	in
kadar	paslanmış	in	yıllarca
paslanmış	in	yıllarca	birlikte
in	yıllarca	birlikte	çalıştığı
yıllarca	birlikte	çalıştığı	artistik
birlikte	çalıştığı	artistik	yönetmen
çalıştığı	artistik	yönetmen	pier
artistik	yönetmen	pier	luigi
yönetmen	pier	luigi	pizzinin
pier	luigi	pizzinin	başkanlık
luigi	pizzinin	başkanlık	ettiği
pizzinin	başkanlık	ettiği	jüri
başkanlık	ettiği	jüri	kararını
ettiği	jüri	kararını	vermek
jüri	kararını	vermek	üzere
kararını	vermek	üzere	aramızdan
vermek	üzere	aramızdan	ayrıldığında
üzere	aramızdan	ayrıldığında	yarışmayı
aramızdan	ayrıldığında	yarışmayı	birlikte
ayrıldığında	yarışmayı	birlikte	izlediğimiz
yarışmayı	birlikte	izlediğimiz	gila
birlikte	izlediğimiz	gila	benmayorla
izlediğimiz	gila	benmayorla	kendi
gila	benmayorla	kendi	birincimizi
benmayorla	kendi	birincimizi	ilan
kendi	birincimizi	ilan	etmiştik
birincimizi	ilan	etmiştik	güney
ilan	etmiştik	güney	afrikalı
etmiştik	güney	afrikalı	pretty
güney	afrikalı	pretty	yende
afrikalı	pretty	yende	önce
pretty	yende	önce	adalet
yende	önce	adalet	sağlansın
önce	adalet	sağlansın	önce
adalet	sağlansın	önce	hak
sağlansın	önce	hak	edene
önce	hak	edene	hakkı
hak	edene	hakkı	teslim
edene	hakkı	teslim	edilsin
hakkı	teslim	edilsin	ha
teslim	edilsin	ha	birde
edilsin	ha	birde	unutmadan
ha	birde	unutmadan	şunu
birde	unutmadan	şunu	da
unutmadan	şunu	da	belirteyim
şunu	da	belirteyim	aziz
da	belirteyim	aziz	yıldırım
belirteyim	aziz	yıldırım	aramızdan
aziz	yıldırım	aramızdan	ayrıldığında
yıldırım	aramızdan	ayrıldığında	yeni
aramızdan	ayrıldığında	yeni	sezona
ayrıldığında	yeni	sezona	ne
yeni	sezona	ne	ad
sezona	ne	ad	vereceğiz
ne	ad	vereceğiz	doğrusu
ad	vereceğiz	doğrusu	çok
vereceğiz	doğrusu	çok	merak
doğrusu	çok	merak	ediyorum
çok	merak	ediyorum	ertunga
merak	ediyorum	ertunga	colak
ediyorum	ertunga	colak	yıl
ertunga	colak	yıl	önce
colak	yıl	önce	süleyman
yıl	önce	süleyman	seba
önce	süleyman	seba	severler
süleyman	seba	severler	buna
seba	severler	buna	itiraz
severler	buna	itiraz	düşünüyorum
buna	itiraz	düşünüyorum	yolculuk
itiraz	düşünüyorum	yolculuk	için
düşünüyorum	yolculuk	için	teşekkürlerin
yolculuk	için	teşekkürlerin	italyanca
için	teşekkürlerin	italyanca	ingilizce
teşekkürlerin	italyanca	ingilizce	ve
italyanca	ingilizce	ve	fransızcasını
ingilizce	ve	fransızcasını	yazmanın
ve	fransızcasını	yazmanın	da
fransızcasını	yazmanın	da	üstesinden
yazmanın	da	üstesinden	geldi
da	üstesinden	geldi	aramızdan
üstesinden	geldi	aramızdan	ayrıldığında
geldi	aramızdan	ayrıldığında	almanca
aramızdan	ayrıldığında	almanca	metni
ayrıldığında	almanca	metni	yazmaya
almanca	metni	yazmaya	başlamıştı
metni	yazmaya	başlamıştı	türkçesi
yazmaya	başlamıştı	türkçesi	bir
başlamıştı	türkçesi	bir	türkçe
türkçesi	bir	türkçe	metni
bir	türkçe	metni	tamamlamasına
türkçe	metni	tamamlamasına	elvermeyecek
metni	tamamlamasına	elvermeyecek	kadar
tamamlamasına	elvermeyecek	kadar	paslanmış
elvermeyecek	kadar	paslanmış	kalktılar
kadar	paslanmış	kalktılar	meyve
paslanmış	kalktılar	meyve	alanlar
kalktılar	meyve	alanlar	bile
meyve	alanlar	bile	oldu
alanlar	bile	oldu	ne
bile	oldu	ne	zaman
oldu	ne	zaman	ki
ne	zaman	ki	meşhur
zaman	ki	meşhur	milenyumlu
ki	meşhur	milenyumlu	yıllara
meşhur	milenyumlu	yıllara	gelindi
milenyumlu	yıllara	gelindi	eski
yıllara	gelindi	eski	izmirliler
gelindi	eski	izmirliler	birer
eski	izmirliler	birer	birer
izmirliler	birer	birer	aramızdan
birer	birer	aramızdan	ayrılınca
birer	aramızdan	ayrılınca	alışkanlıklar
aramızdan	ayrılınca	alışkanlıklar	ve
ayrılınca	alışkanlıklar	ve	beğeniler
alışkanlıklar	ve	beğeniler	de
ve	beğeniler	de	değişmeye
beğeniler	de	değişmeye	başladı
de	değişmeye	başladı	bağda
değişmeye	başladı	bağda	bahçede
başladı	bağda	bahçede	büyümemiş
bağda	bahçede	büyümemiş	sokakta
bahçede	büyümemiş	sokakta	yalınayak
büyümemiş	sokakta	yalınayak	başıkabak
sokakta	yalınayak	başıkabak	kalan
yalınayak	başıkabak	kalan	dünya
başıkabak	kalan	dünya	gönlümüzde
kalan	dünya	gönlümüzde	gittikçe
dünya	gönlümüzde	gittikçe	yalanlaşıyor
gönlümüzde	gittikçe	yalanlaşıyor	hele
gittikçe	yalanlaşıyor	hele	de
yalanlaşıyor	hele	de	ülküdaşlık
hele	de	ülküdaşlık	hukukuyla
de	ülküdaşlık	hukukuyla	muhabbet
ülküdaşlık	hukukuyla	muhabbet	hizasında
hukukuyla	muhabbet	hizasında	buluştuklarımız
muhabbet	hizasında	buluştuklarımız	aramızdan
hizasında	buluştuklarımız	aramızdan	ayrılınca
buluştuklarımız	aramızdan	ayrılınca	bu
aramızdan	ayrılınca	bu	satırların
ayrılınca	bu	satırların	kaleme
bu	satırların	kaleme	alınışından
satırların	kaleme	alınışından	bir
kaleme	alınışından	bir	ay
alınışından	bir	ay	önce
bir	ay	önce	mayıs
ay	önce	mayıs	da
önce	mayıs	da	öznesi
mayıs	da	öznesi	türk
da	öznesi	türk	nesnesi
öznesi	türk	nesnesi	insanlık
türk	nesnesi	insanlık	olan
nesnesi	insanlık	olan	bir
insanlık	olan	bir	nizamın
olan	bir	nizamın	da
bir	nizamın	da	sahiptim
nizamın	da	sahiptim	daha
da	sahiptim	daha	doğrusu
sahiptim	daha	doğrusu	öyle
daha	doğrusu	öyle	olduğumu
doğrusu	öyle	olduğumu	zannediyordum
öyle	olduğumu	zannediyordum	bizi
olduğumu	zannediyordum	bizi	tanıştıran
zannediyordum	bizi	tanıştıran	kişi
bizi	tanıştıran	kişi	bir
tanıştıran	kişi	bir	başkasıyla
kişi	bir	başkasıyla	sohbet
bir	başkasıyla	sohbet	etmek
başkasıyla	sohbet	etmek	üzere
sohbet	etmek	üzere	aramızdan
etmek	üzere	aramızdan	ayrılınca
üzere	aramızdan	ayrılınca	sohbet
aramızdan	ayrılınca	sohbet	de
ayrılınca	sohbet	de	koyulaşmaya
sohbet	de	koyulaşmaya	başlayınca
de	koyulaşmaya	başlayınca	kadının
koyulaşmaya	başlayınca	kadının	karnını
başlayınca	kadının	karnını	göstererek
kadının	karnını	göstererek	kaç
karnını	göstererek	kaç	aylık
göstererek	kaç	aylık	diye
kaç	aylık	diye	sordum
aylık	diye	sordum	bunun
diye	sordum	bunun	üzerine
sordum	bunun	üzerine	kadın
bunun	üzerine	kadın	acayip
üzerine	kadın	acayip	cumhuriyeti
kadın	acayip	cumhuriyeti	ve
acayip	cumhuriyeti	ve	devrimlerini
cumhuriyeti	ve	devrimlerini	gerçekleştiren
ve	devrimlerini	gerçekleştiren	kurucu
devrimlerini	gerçekleştiren	kurucu	devlet
gerçekleştiren	kurucu	devlet	adamı
kurucu	devlet	adamı	aydınlarımız
devlet	adamı	aydınlarımız	sahneden
adamı	aydınlarımız	sahneden	çekilince
aydınlarımız	sahneden	çekilince	aramızdan
sahneden	çekilince	aramızdan	ayrılınca
çekilince	aramızdan	ayrılınca	toplumumuzda
aramızdan	ayrılınca	toplumumuzda	ister
ayrılınca	toplumumuzda	ister	kamu
toplumumuzda	ister	kamu	alanında
ister	kamu	alanında	olsun
kamu	alanında	olsun	isten
alanında	olsun	isten	özel
olsun	isten	özel	alanda
isten	özel	alanda	kadına
özel	alanda	kadına	bakış
alanda	kadına	bakış	açısı
kadına	bakış	açısı	da
bakış	açısı	da	erozyona
açısı	da	erozyona	uğramış
da	erozyona	uğramış	ve
erozyona	uğramış	ve	bu
uğramış	ve	bu	erozyon
ve	bu	erozyon	doruk
bu	erozyon	doruk	belirtmiş
erozyon	doruk	belirtmiş	tiyatrolar
doruk	belirtmiş	tiyatrolar	tek
belirtmiş	tiyatrolar	tek	tek
tiyatrolar	tek	tek	kapanıyor
tek	tek	kapanıyor	kalanlarda
tek	kapanıyor	kalanlarda	can
kapanıyor	kalanlarda	can	çekişiyor
kalanlarda	can	çekişiyor	tiyatronun
can	çekişiyor	tiyatronun	değerini
çekişiyor	tiyatronun	değerini	bilen
tiyatronun	değerini	bilen	sanatçılar
değerini	bilen	sanatçılar	da
bilen	sanatçılar	da	zamanla
sanatçılar	da	zamanla	aramızdan
da	zamanla	aramızdan	ayrılınca
zamanla	aramızdan	ayrılınca	artık
aramızdan	ayrılınca	artık	kalmayacak
ayrılınca	artık	kalmayacak	sanırım
artık	kalmayacak	sanırım	tiyatronun
kalmayacak	sanırım	tiyatronun	tadını
sanırım	tiyatronun	tadını	alan
tiyatronun	tadını	alan	biri
tadını	alan	biri	tvde
alan	biri	tvde	izledikleri
biri	tvde	izledikleri	tatmin
tvde	izledikleri	tatmin	etmiyor
izledikleri	tatmin	etmiyor	tiyatro
tatmin	etmiyor	tiyatro	hatayı
etmiyor	tiyatro	hatayı	kabul
tiyatro	hatayı	kabul	belirlenir
hatayı	kabul	belirlenir	bunlar
kabul	belirlenir	bunlar	topluca
belirlenir	bunlar	topluca	genetik
bunlar	topluca	genetik	kod
topluca	genetik	kod	ile
genetik	kod	ile	özetlenir
kod	ile	özetlenir	genetik
ile	özetlenir	genetik	kod
özetlenir	genetik	kod	üç
genetik	kod	üç	nükleotitlik
kod	üç	nükleotitlik	dizilere
üç	nükleotitlik	dizilere	karşılık
nükleotitlik	dizilere	karşılık	gelen
dizilere	karşılık	gelen	üç
karşılık	gelen	üç	harfli
gelen	üç	harfli	kelimelerden
üç	harfli	kelimelerden	oluşur
harfli	kelimelerden	oluşur	örneğin
kelimelerden	oluşur	örneğin	act
oluşur	örneğin	act	cag
örneğin	act	cag	ttt
act	cag	ttt	bu
cag	ttt	bu	üçlüler
ttt	bu	üçlüler	kodon
bu	üçlüler	kodon	olarak
üçlüler	kodon	olarak	adlandırılır
kodon	olarak	adlandırılır	transkripsiyonda
olarak	adlandırılır	transkripsiyonda	protein
adlandırılır	transkripsiyonda	protein	esasını
transkripsiyonda	protein	esasını	anlamak
protein	esasını	anlamak	için
esasını	anlamak	için	ciddi
anlamak	için	ciddi	çalışmalar
için	ciddi	çalışmalar	başladı
ciddi	çalışmalar	başladı	george
çalışmalar	başladı	george	gamow
başladı	george	gamow	standart
george	gamow	standart	amino
gamow	standart	amino	asidin
standart	amino	asidin	kodlanabilmesi
amino	asidin	kodlanabilmesi	için
asidin	kodlanabilmesi	için	üç
kodlanabilmesi	için	üç	harfli
için	üç	harfli	bir
üç	harfli	bir	şifrenin
harfli	bir	şifrenin	olduğunu
bir	şifrenin	olduğunu	önerdi
şifrenin	olduğunu	önerdi	çünkü
olduğunu	önerdi	çünkü	nyi
önerdi	çünkü	nyi	en
çünkü	nyi	en	az
nyi	en	az	ye
en	az	ye	eşit
az	ye	eşit	kılan
ye	eşit	kılan	en
eşit	kılan	en	küçük
kılan	en	küçük	tam
en	küçük	tam	sayı
küçük	tam	sayı	n
tam	sayı	n	dür
sayı	n	dür	kodonların
n	dür	kodonların	üç
dür	kodonların	üç	dna
kodonların	üç	dna	bazından
üç	dna	bazından	olarak
dna	bazından	olarak	adlandırılırlar
bazından	olarak	adlandırılırlar	örneğin
olarak	adlandırılırlar	örneğin	aau
adlandırılırlar	örneğin	aau	kodonu
örneğin	aau	kodonu	asparagin
aau	kodonu	asparagin	amino
kodonu	asparagin	amino	asidini
asparagin	amino	asidini	kodlar
amino	asidini	kodlar	ugu
asidini	kodlar	ugu	ve
kodlar	ugu	ve	ugc
ugu	ve	ugc	de
ve	ugc	de	sisteini
ugc	de	sisteini	kodlar
de	sisteini	kodlar	standart
sisteini	kodlar	standart	üç
kodlar	standart	üç	harfli
standart	üç	harfli	gösterimle
üç	harfli	gösterimle	asn
harfli	gösterimle	asn	ve
gösterimle	asn	ve	cys
asn	ve	cys	sırasıyla
ve	cys	sırasıyla	not
cys	sırasıyla	not	aug
sırasıyla	not	aug	kodonu
not	aug	kodonu	hem
aug	kodonu	hem	metiyonini
kodonu	hem	metiyonini	kodlar
hem	metiyonini	kodlar	hem
metiyonini	kodlar	hem	de
kodlar	hem	de	başlama
hem	de	başlama	konumunu
de	başlama	konumunu	işaretler
başlama	konumunu	işaretler	mrna
konumunu	işaretler	mrna	yuvarlak
işaretler	mrna	yuvarlak	bir
mrna	yuvarlak	bir	pencerenin
yuvarlak	bir	pencerenin	önünden
bir	pencerenin	önünden	uçarak
pencerenin	önünden	uçarak	geçen
önünden	uçarak	geçen	bir
uçarak	geçen	bir	sineğe
geçen	bir	sineğe	benziyordu
bir	sineğe	benziyordu	toru
sineğe	benziyordu	toru	geminin
benziyordu	toru	geminin	adını
toru	geminin	adını	hâlâ
geminin	adını	hâlâ	seçememişti
adını	hâlâ	seçememişti	üç
hâlâ	seçememişti	üç	harfli
seçememişti	üç	harfli	olduğundan
üç	harfli	olduğundan	emindi
harfli	olduğundan	emindi	ama
olduğundan	emindi	ama	içgüdüleri
emindi	ama	içgüdüleri	ona
ama	içgüdüleri	ona	ilk
içgüdüleri	ona	ilk	harfin
ona	ilk	harfin	cennet
ilk	harfin	cennet	anlamına
harfin	cennet	anlamına	gelen
cennet	anlamına	gelen	ten
anlamına	gelen	ten	olduğunu
gelen	ten	olduğunu	söylüyordu
ten	olduğunu	söylüyordu	masasına
olduğunu	söylüyordu	masasına	dönüp
söylüyordu	masasına	dönüp	çok
masasına	dönüp	çok	büyük
dönüp	çok	büyük	bir
çok	büyük	bir	yanlışlık
büyük	bir	yanlışlık	milli
bir	yanlışlık	milli	eğitim
yanlışlık	milli	eğitim	bakanlığı
milli	eğitim	bakanlığı	bu
eğitim	bakanlığı	bu	okulların
bakanlığı	bu	okulların	yeniden
bu	okulların	yeniden	açılmasını
okulların	yeniden	açılmasını	sağlamalıdır
yeniden	açılmasını	sağlamalıdır	saygılarımla
açılmasını	sağlamalıdır	saygılarımla	aşk
sağlamalıdır	saygılarımla	aşk	üç
saygılarımla	aşk	üç	harfli
aşk	üç	harfli	ve
üç	harfli	ve	tarifi
harfli	ve	tarifi	kolay
ve	tarifi	kolay	bir
tarifi	kolay	bir	kelimedir
kolay	bir	kelimedir	çünkü
bir	kelimedir	çünkü	her
kelimedir	çünkü	her	kelimede
çünkü	her	kelimede	aşkı
her	kelimede	aşkı	tarif
kelimede	aşkı	tarif	edebilirsiniz
aşkı	tarif	edebilirsiniz	aptallık
tarif	edebilirsiniz	aptallık	salaklık
edebilirsiniz	aptallık	salaklık	saçmalık
aptallık	salaklık	saçmalık	acı
salaklık	saçmalık	acı	alanına
saçmalık	acı	alanına	giren
acı	alanına	giren	hususlar
alanına	giren	hususlar	sarf
giren	hususlar	sarf	ilmi
hususlar	sarf	ilmi	ve
sarf	ilmi	ve	bu
ilmi	ve	bu	ilmin
ve	bu	ilmin	öğretimde
bu	ilmin	öğretimde	nahivden
ilmin	öğretimde	nahivden	önceye
öğretimde	nahivden	önceye	alınması
nahivden	önceye	alınması	iştikak
önceye	alınması	iştikak	ve
alınması	iştikak	ve	çeşitleri
iştikak	ve	çeşitleri	idgam
ve	çeşitleri	idgam	üç
çeşitleri	idgam	üç	harfli
idgam	üç	harfli	fiillerin
üç	harfli	fiillerin	gruplandırılması
harfli	fiillerin	gruplandırılması	isimfiiller
fiillerin	gruplandırılması	isimfiiller	kelimede
gruplandırılması	isimfiiller	kelimede	değişiklik
isimfiiller	kelimede	değişiklik	ilâl
kelimede	değişiklik	ilâl	ziyade
değişiklik	ilâl	ziyade	hazif
ilâl	ziyade	hazif	bedel
ziyade	hazif	bedel	ve
hazif	bedel	ve	ivaz
bedel	ve	ivaz	gibi
ve	ivaz	gibi	sarfla
ivaz	gibi	sarfla	olduğu
gibi	sarfla	olduğu	bir
sarfla	olduğu	bir	katolik
olduğu	bir	katolik	hastaneye
bir	katolik	hastaneye	bağış
katolik	hastaneye	bağış	toplamak
hastaneye	bağış	toplamak	için
bağış	toplamak	için	ne
toplamak	için	ne	yapıyor
için	ne	yapıyor	olabilir
ne	yapıyor	olabilir	eğer
yapıyor	olabilir	eğer	bu
olabilir	eğer	bu	iyi
eğer	bu	iyi	yahudi
bu	iyi	yahudi	çocuk
iyi	yahudi	çocuk	woody
yahudi	çocuk	woody	allen
çocuk	woody	allen	ise
woody	allen	ise	bilmece
allen	ise	bilmece	üç
ise	bilmece	üç	harfli
bilmece	üç	harfli	bir
üç	harfli	bir	sözcükle
harfli	bir	sözcükle	çözülür
bir	sözcükle	çözülür	caz
sözcükle	çözülür	caz	woody
çözülür	caz	woody	allen
caz	woody	allen	ve
woody	allen	ve	topluluğu
allen	ve	topluluğu	new
ve	topluluğu	new	orleans
topluluğu	new	orleans	jazz
new	orleans	jazz	band
orleans	jazz	band	vatikandan
jazz	band	vatikandan	üç
band	vatikandan	üç	blok
vatikandan	üç	blok	ileride
üç	blok	ileride	ve
blok	ileride	ve	tiber
ileride	ve	tiber	nehri
ve	tiber	nehri	özellikle
tiber	nehri	özellikle	çocuk
nehri	özellikle	çocuk	kanallarında
özellikle	çocuk	kanallarında	reklam
çocuk	kanallarında	reklam	alınırken
kanallarında	reklam	alınırken	içeriklerinin
reklam	alınırken	içeriklerinin	dikkatli
alınırken	içeriklerinin	dikkatli	incelenmesi
içeriklerinin	dikkatli	incelenmesi	gerekirbu
dikkatli	incelenmesi	gerekirbu	reklamda
incelenmesi	gerekirbu	reklamda	üç
gerekirbu	reklamda	üç	harfli
reklamda	üç	harfli	mi
üç	harfli	mi	desem
harfli	mi	desem	canavar
mi	desem	canavar	mı
desem	canavar	mı	desem
canavar	mı	desem	bir
mı	desem	bir	yaratık
desem	bir	yaratık	sözde
bir	yaratık	sözde	bulaşıkları
yaratık	sözde	bulaşıkları	pırıl
sözde	bulaşıkları	pırıl	pırıl
bulaşıkları	pırıl	pırıl	yapıyortabi
pırıl	pırıl	yapıyortabi	çocuklar
pırıl	yapıyortabi	çocuklar	bulaşıktan
yapıyortabi	çocuklar	bulaşıktan	fazla
çocuklar	bulaşıktan	fazla	üçharlinin
bulaşıktan	fazla	üçharlinin	de
fazla	üçharlinin	de	keyfi
üçharlinin	de	keyfi	yerine
de	keyfi	yerine	gelmişti
keyfi	yerine	gelmişti	hatimlerden
yerine	gelmişti	hatimlerden	sonra
gelmişti	hatimlerden	sonra	yukarıdan
hatimlerden	sonra	yukarıdan	aşağıya
