PET,category,orig_text
canını teslim etmek,death,"çekildiğini söylüyor içimizi rahatlatmak için. Gülüyorum kendi kendime. ""İdlib'in dış mahallelerindeyiz. Canımızı teslim etmişiz Ammar'a. Arabayı istese oradaki radikal grupların birinin karargahına çekip bizi teslim etmesi işten bile değil."
canını teslim etmek,death,"can verdi. Can verirken bağırarak Babama ""La ilahe illallah ve Muhammeden resurullah"" dedirttim. Ve sonra canını teslim etti . Ben de ellerini tuttum ve alnından öpüp ""Cennette görüşürüz baba"" dedim. Yorumu hayırdır, inşallah. Allah razı"
canını teslim etmek,death,"sine kavuşur. Halime ve Recep'in dillere destan aşkları, ""arda boylarına ben kendim gittim, dalgalar vurdukça can teslim ettim "" dizelerini barındıran Arda boyları türküsü dilden dile dolaşır. Halime ve Recep'in yaşayan aşkları,köyün genç"
canını teslim etmek,death,duygusal yoğunluğu ortadan kaldırmaz daha kötü sonuçlara sebebiyet verir. Hiç bir canlıya şiddet uygulamazken canımızı teslim ettiğimiz doktorlarımıza şiddetin hiç bir hareketi veya hiç bir söylemin kabul edilme ihtimali kabul edilir değildir. Bu
canını teslim etmek,death,tatbikat sırasında vatandaşlar kısa süreliğine heyecan yaşadı. SAHİLDEN MÜDAHALE Karadeniz'in azgın sularına canları teslim etmemek için kurtarma tatbikatı yapıldı. Habersiz gerçekleşen tatbikattı gerçek zanneden vatandaşlar kısa süreli panik
canını teslim etmek,death,üzerine karbon sıvama aliminyum.bunlarıda göz önünde bulundurmak lazım. Forum Bağımlısı adım rıfat değil fırat canımızı teslim ettiğimiz ürünleri neden doğru dürüst yapmazlar ki (karbon kadrolara demiyorum ) Forum Bağımlısı Karbon kadrolar zamanla
canını teslim etmek,death,"dinlersen, bana güvenirsen ve yaptıklarıma inanırsan bu dehlizden çıkmana yardım ederim diyen, canım doktoruma, canımı teslim etmeye karar verdiğim "" O an"". Tanrı'nın bana tebessüm ettiğini hissettiğim ""bitti"" diye düşünüp, yeniden nefes almaya"
canını teslim etmek,death,"a teslim etmiş, şehid olmuş. Oğlum Abdusselam'ın ahlakı, küçüklüğünden beri çok iyiydi. O iyi ve güzel ahlak üzerine canını teslim etti . O bu dünyada çok fazla eziyet çekti, inşallah Allah öteki tarafta ecrini ve mükafatını kat kat verecektir. Ben o"
canını teslim etmek,death,". Trafik kazası dediysek öyle aşırı hız yapan arabasıyla takla makla atmamış. Caddede halk otobüsü çarpmış, oracıkta canını teslim etmiş kadıncağız. Bildiğin fukara işi bir trafik kazası ve fakir bir ölüm. İşine ve ustasına çok bağlı. Şevkle yapıyor"
canını teslim etmek,death,"ifade ederek, ""Terörle mücadelede hayatlarını kaybeden aziz şehitlerimiz, kahraman gazilerimizin kollarında canlarını teslim etmişlerdir . Bu kahramanlarımıza geçtiğimiz dönemde 2'nci iş haklarının verilmemesi ve bugünde çıkan ÖTV'den muaf tutulmaması"
cici anne,misc.,"kadını öldürüp kendisini tren köprüsünden sahil kayalıklarına atar. Oraya gelen Doktor yüzüğü anımsar gibi oluyor. Cici anne yardım eder; ""O senin annendi Haldun. "" Yüzük, nişanlısı Nermin'in parmağına takılır. ""Düğünden vazgeçildi. Düğüne"
cici anne,misc.,". Pek dindar olmayan babamız yorgun olduğunda ona manastır kuşu diyerek alay eder, rahibelerini de al git yat, derdi. Cici anne , rahibelere hayrandı. Evimize sık sık rahibeler gelirdi. Cici anne onları misafir ederken salondaki küçük bronz"
cici anne,misc.,"bara giderseniz dans ederken aranızdan kara kedi geçebilsin"" gibi uyarı levhaları... Ailenin diğer fertleri... Cici anne ile düştükleri halleri... İsyan eden çocuklar... bizde olmayacağını düşünmüştüm, ilginç bir yarışma...sonuç her"
cici anne,misc.,"büyük bir parça bohçası hâlini alan o kadın kümesi içinde ihtiyar, orta yaşlı, büyük hanım, anne, hanım teyze, cici anne , küçük hanım, dadı, bacı velhâsıl kibarca hanımefendilerden kenar mahalleninkilere kadar hepsi mevcuttu. Hava"
cici anne,misc.,"baktım, yatıyor. Bağırmaya başladım, o benim sesimi duyduğunda başladı hareket etmeye, ellerini sıkıp 'beni kurtar cici anne ' der gibi böyle kafasını salladı, ses çıkarmaya başladı. Yüzüne falan dokundum, baktım ayak falan kötü, sonra"
cici anne,misc.,"böyle iyidir diyebilirim. Babam, daha önceden vefat eden annemin yerine komşu köyden biri ile evlendi ve başımıza cici anne getirdi. Gelen kişinin çocukları var mı yok mu bilmiyordum, geldikleri gün Meryem'i görünce içim bir garip oldu."
cici anne,misc.,"Caddesi No:15, Şanlıurfa • Harita Üvey Annemin Memeleriyle Boks Yaptım Babamın yeni evlendiği karıya bir türlü cici anne gözüyle bakamıyordum. Çünkü kadınla aramda 5-6 yaş vardı. Anne diyesim gelmiyordu, abla diyerek sesleniyordum ve"
cici anne,misc.,"talep var. Kışın 8-9 civarına düşebiliyor. Köpekler, yaşadıkları evin evladı. Aslında olaya böyle bakarsanız, biz cici anne , cici baba rol modelleri oluyoruz. Buraya gelen her evlat ki ben onlara 'Tüylü bamya' diyorum. Hepsi beni anne, eşimi"
cici anne,misc.,"hitap ettiğimiz, bizde muazzam emekleri olan büyüklerimiz görev yapıyordu. Yatakhaneye gelip ağlamaya başlayınca cici anne niye ağladığımı sordu. Annemi özledim deyince cevapları hazırdı: ""Biz de annen sayılırız burada, bizi özlemedin mi?"
cici anne,misc.,"ama ben aradım. 16 Mart'ta Çiçek Bar'da doğum günüme davet ettim. Orada çaktırmadan Memet Ali'ye, oğlum bu hanımı sana cici anne olarak alayım mı diye sordum. 'Olmaz! Önce sen değişmeye hazır mısın onu söyle baba? ' dedi. Ele avuca sığmaz bir"
ekonomik,employment/finances,ile görüşerek detaylı bilgiye ulaşabilirsiniz. Polyester Kabin Kabin kullanıma hazır hem pratik hem de ekonomik yapısıyla Karmod modüler polyester kabin ürünleri yaşamın her alanında. Kabin sayfamızdan sizin için uygun olan
ekonomik,employment/finances,"yapı sektöründe de kötüden vasata, iyi den mükemmele her düzeyde kabin üretimi gerçekleştiriliyor. Tavsiyemiz ekonomik fiyatlarına aldanarak merdiven altı tabir edilen dayanımı düşük ve yalıtımsız ürünlerden uzak durmanız yönünde"
ekonomik,employment/finances,"katkı maddesi içermez. Maybi'nin buluşu olan Milkylac, süt tozunu sadece aroma ve tat için kullanan müşterilerimize ekonomik alternatif olarak sunduğumuz peynir altı suyundan üretilen özel bir ürünümüzdür. Trakya'nın pastörize edilmiş"
ekonomik,employment/finances,minimum yönetmelik koşullarına göre maksimum verim alınabilecek yapılar tasarlanmasıdır. Binaların aynı zamanda ekonomik olması inşaat mühendisliğinin kritik noktalarından biridir. Hesaplarımız 3D modeller oluşturularak ve sonlu
ekonomik,employment/finances,"alanda fayda ve kolaylıklar sunmuştur. Seri olarak üretilen raf sistemleri zaman ve işçilik maliyeti açısından ekonomik hale gelmiştir. Kullanıldığı alanların başında yer alan depolama ,teşhir , mağazacılık sektörleri yer almaktadır."
ekonomik,employment/finances,". Zaman geçtikçe işletmelerin ihtiyaçları doğrultusunda doğru analizleri yaparak doğru ,kolay uygulanabilen ve ekonomik ürünler geliştirerek değerli iş ortaklarına çözümler sunmaya devam etmiştir. Geçen süreçte geliştirdiği Reaktif"
ekonomik,employment/finances,"? Geleceğin haşere kontrol sistemleri için çalışıyoruz. Amacımız enerji dostu, çevreci, insan sağlığını koruyan ve ekonomik bir sistem sunmaktır. Dr. Rengin TÜRKGÜLER, Girişimsel Radyoloji Uzmanı GİRİŞİMSEL RADYOLOJİ Girişimsel"
ekonomik,employment/finances,imaj ve prestij kazandırarak daha geniş kitlelere ulaştırır ve firmanızı veya ürünlerinizi tanıtmanın en etkili ve ekonomik yolunu size sağlarız. Arif Toy Kurucu 6 YIL TECRÜBE Reklam Tanıtım ve Prodüksiyon Hizmetleri Webtasarım Kurumsal Bir
ekonomik,employment/finances,kalitede olan bu ürünlere sahip olmak için hemen iletişi... Ekonomik Masa MST8821Mekanlarımızın vazgeçilmezi olan ekonomik masa takımları çok uygun fiyatlara sizlerle furnimob.com adresinde buluşuyor! 1. sınıf kalitede olan bu ürünlere
ekonomik,employment/finances,". Misyonumuz: Müşteri taleplerini, kaynaklarını etkin ve doğru kullanarak, üstün hijyen koşullarında, kaliteli ve ekonomik ürünleri, toplumsal sorumluluklarını ihmal etmeden çalışanlarımızla beraber üretmek ve müşteri memnuniyetini"
ekonomik,employment/finances,", özellikle Türkiye için yurt dýþýnda hazýrlanan önemli projelerin müþavirliðini yapmaktadýr. Kaliteli ve ekonomik ürünlerimiz Modüler ve Monoblok seçeneklerimiz Kumsel Elektrik Pano Tablo İmalat Ticaret ve Sanayi Ltd.Şti. 1989"
ekonomik,employment/finances,"modeller bulabilirsiniz. Açık hava organizasyonlarında çadırlar vazgeçilmez bir ihtiyaçtır ve bu ihtiyacınızı ekonomik kiralama seçenekleriyle gidermek için doğru tercih olan çadırları, dört mevsim iklimlendirme hizmetleriyle"
ekonomik,employment/finances,! Foniva Toplu SMS'in Avantajlarından Faydalanın! Foniva Toplu SMS ile aynı anda binlerce kişiye ya da kuruma en ekonomik şekilde ulaşmanın yolu artık çok kolay! Faks Alıp Göndermek İçin Ofise Gitmek Zorunda Kalmayın! Foniva Akıllı Faks
ekonomik,employment/finances,asla meşgul çalmıyor . Her yöne tarifelerden kurumumuza uygun olan paketi seçtik ve kesintisiz ve oldukça ekonomik rakamlara görüşme sağlıyoruz. Maliyetlerimiz inanılmaz şekilde iyileşti. - Mükerrem Güreci Mono Metal İletişimin
ekonomik,employment/finances,"ve WEB HİZMETLERİ Bursa Web Site Tasarım olarak Web sitesi ihtiyaçlarınız için hızlı, zengin,kolay, etkili ve ekonomik çözümler sunuyoruz.. UYUMLU TASARIMLAR Tüm cihazlarda (tablet, cep telefonu, notebook, vb) görüntülenebilen;"
ekonomik,employment/finances,", en uygun ucak biletini bul ve ucuz ucak bileti satin alin. En Ucuz Uçak Bileti, En uygun Charter Uçak Bileti, Ekonomik Promosyonlu Uçak Bileti Sorgulama.. Erken rezervasyon ile tur ve otellerdeki tatil fırsatlarından yararlanın. En"
ekonomik,employment/finances,"kazanım ve geri dönüşüm miktarlarını arttırarak çevrenin kirlenmesini engellemeyi, • Çevresel performansımızı ekonomik ve teknolojik imkanlar doğrultusunda sürekli iyileştirmeyi, • Doğal kaynaklarımızın optimum kullanımını"
ekonomik,employment/finances,"ürünlerimiz sayesinde sizlere arzuladığınız kaliteyi sunarken, diğer alternatiflerimize kıyasla uyguladığımız ekonomik olma stratejisi ile de maksimum müşteri memnuniyetini hedefliyoruz Fiyat listelerimiz güncellendi. Yeni"
ekonomik,employment/finances,"eğitimi almak isteyen öğrencilere başta Macaristan, Çekya, Slovakya, Bulgaristan, Polonya olmak üzere en ekonomik ve kaliteli seçenekleri sunar, tüm okul başvuru kabul işlemleri, Türkiye'deki vize başvurunuz, konaklamanızın"
ekonomik,employment/finances,site mobil cihazlara da uyumlu olacak çalışmaktadır. Hazır web sitesi satın al seçeneği ile SEO Uyumlu ve üstelik çok ekonomik fiyatlarla sunulan hazır site 'yi önce kredi kartı kullanmadan Hazır Web Sitesi Oluştur seçeneği ile deneyip sonra
ekonomik,employment/finances,paket tatil seçenekleri sayesinde istediğiniz hizmetlerden faydalanabilirsiniz. Bu otellerin görece daha ekonomik tatil sunmasının yanı sıra misafirlerine aradığı konforu sağlıyor. Erken dönemlerde karar verdiğiniz otel
ekonomik,employment/finances,"işleri, gerekli malzemelerle gerektiği kadar malzeme kullanarak ve zamanında uygulayarak müşterilerimize en ekonomik fiyat sunmamızı sağlamıştır. Ücretsiz keşif için lütfen iletişim sayfamızdan telefon, gsm veya whatsapp üzerinden"
ekonomik,employment/finances,"ihtiyacı fark ederek ahşap palet ve ahşap ambalaj sandığı üretimine başlamıştır. Karton gövdeli sandık ürünümüz hem ekonomik , hem de hafif olması nedeniyle tercih edilen bir üründür. Standart dışı ölçüler ve ağır yükler için kullanılan"
ekonomik,employment/finances,"oluşmaktadır. Çelik, Esnektir Hızla değişen yaşam tarzımızın mekanlarımıza uyumu, çelik yapılarda daha kolay ve ekonomik olarak sağlanabilmektedir. Yıllar sonra oluşabilecek koşullara göre taşıyıcı olmayan bölme duvarlar"
ekonomik,employment/finances,"Genç Odası Modelleri göreve hazır. Çocukların ve gençlerin kendini ifade etmesini sağlayan fonksiyonel modeller ekonomik çözümler olarak öne çıkıyor. Enerjik bir atmosfere göz kırpan Genç Odası Gardrop Modelleri, şifonyerler,"
ekonomik,employment/finances,". Alanında uzman bir firma olarak, sektörün aranan markalarından biri olarak çalışmalarımızı sürdürüyoruz. Ekonomik matbaa konusunda hemen hemen her firmanın ve kurumun ihtiyacı bulunmaktadır. Hacim ya da sektörel ihtiyaç fark"
ekonomik,employment/finances,"Metin Group tecrübeli personeliyle her zaman hizmetinizdedir. Komple taşıma işlemlerinde de güvenli, hızlı ve ekonomik taşımacılık ilkelerini en ön planda tutmaktadır. Firmamız bu konuda çeşitli yatırımlar yaparak gerekli alt yapı"
ekonomik,employment/finances,", sanayi tesislerinde, villalarda, konutlarda, eğlence sektöründe, askeri alanlarda en uygun çözümleri, en ekonomik şekilde hizmetinize sunar Diva Enerji, Dizel Jeneratörleri aynı zamanda Doğal Gaz ile çalışacak sistemleri Türkiye"
ekonomik,employment/finances,", yurtiçi taksitli otel satışları, yurtdışı otel rezervasyonları, tecrübeli kadromuz tarafından en ekonomik şekilde organize edilmektedir. Ayrıca özel şirket, kurum ve kuruluşlar, dernekler, okullar kulüpler gibi"
ekonomik,employment/finances,", ambalajlama , taşıma hizmetlerinde uzun yıllara dayanan deneyime sahibiz ve müşterilerimize güvenilirlik ve ekonomik bir şekilde hizmet sunmayı hedefliyoruz. Hizmet verdiğimiz tüm alanlarda edindiğimiz deneyim ve sunduğumuz hizmet"
eli uzun,physical/mental attributes,"Dhalsim Hacımahmutoğlu kendisi için eline koluna hakim olamıyor diyenlere ateş püskürdü. -Benim hakkımda eli uzun , eline koluna hakim olamıyor çok yavşayan bir adam diyorlar hanımla aram bozuldu. böyle diyenleri bir yakalasam"
eli uzun,physical/mental attributes,"admin panelli asp ya da php site satın alabilirsin bence bu tasarımın hakkı 10-12 tl Gökdere Bulvarı ""Cabuk kacin ordan eli uzun adam ayakkabi kutulariyla gelmis""(3 İpucu) ""Adam gibi adam RECEP TAYYIP ERDOĞAN seninle GURUR duyuyoruz ve... ""(2"
eli uzun,physical/mental attributes,"in zamanaşımı gibi itirazlarını dinlemeyerek mağdur gurbetçinin parasının geri... https://t.co/mKEBFrlfYM eli uzun adamın kariyerindeki ilk göz ağrılarındandır aynı zamanda. 7 Kasım 1997 CHP Şişli İlçe Başkanı D.Çatlı, m2'si 1"
eli uzun,physical/mental attributes,"sevgilisini katı kalpli, hissiz ve merhametsiz olarak tanımlamıştır. Yazar romanında bir kişiyi betimlerken "" eli uzun biridir"" demişse, aslında kişinin elinin büyük ve uzun olduğunu anlatmak istememiştir. Asıl anlatmak istediği"
eli uzun,physical/mental attributes,"onun için büyük bir hazineydi. Fakiri sevindirmek ona göre iki cihan saadetine erişmek gibiydi. Rabbim onun gibi eli uzun olup, Resulullah'a erkenden kavuşan müminelerden eylesin bizleri... Âmin... Nisanur Dergisi Rize Belediye"
eli uzun,physical/mental attributes,"diğer çocuklar mahşerde bunlara ne yapacak çok merak ediyorum. Torpil konusunda sadece siyasileri eleştirmeyin, eli uzun olan herkes illâ bir yerinden tutuyor. Teşkilatçı olsun, vekil olsun, bakan olsun, bakmayan olsun, bürokrat olsun,"
eli uzun,physical/mental attributes,"sınavını kazanmak ve üniversiteden başarı ile mezun olabilmek, iyi bir gelecek için tek başına yeterli değildir. Eli uzun bir dayısı oldu mu bu ülkede aslında öyle iyi ve zor bir üniversiteden mezun olup olmadığın önemli değildir. Yeter ki"
eli uzun,physical/mental attributes,işe talip olsun işte bu krallıktan ötürü. Krallar bile yetkilerini her yerde eli uzanıp kullanamaz. Ama rektörlerin eli uzun olduğu için en küçük yüksek okula kadar eli uzanır ve tek yetkilidir. Artık krallıktan çıkmaları gerekiyor. Böyle
eli uzun,physical/mental attributes,"yok diyemez. Bahçe örneği, Risale-i Nurların her tabakadan insana hitap edip kafi geldiğini gösteren bir örnektir. Eli uzun olanlar alim ve evliyalar iken, eli kısa olanlar ami ve avam insanlardır. Risale-i Nurlar hem ami ve avam insanlara hem"
